Timestamp,Value_1,Value_2,Value_3,Value_4,Value_5,Value_6,Value_7,Value_8,Value_9,Value_10,Value_11,Value_12,Value_13,Value_14,Value_15,Value_16,Value_17,Value_18,Value_19,Value_20,Value_21,Value_22,Value_23,Value_24,Value_25,Value_26,Value_27,Value_28,Value_29,Value_30,Value_31,Value_32,Value_33,Value_34,Value_35,Value_36,Value_37,Value_38,Value_39,Value_40,Value_41,Value_42,Value_43,Value_44,Value_45,Value_46,Value_47,Value_48,Value_49,Value_50
4/6/20 1:40,29.82486879,22.15749167,21.025,15.34166667,14.64,16.9,11.68,11.25742574,11.57894737,10.63809524,17.85361307,17.80612245,15.78333333,15.95,15.68333333,15.68965517,31.4953271,,23.5,43.050575,34.2,20.10833333,13.26666667,23.51666667,26.80833333,26.69166667,24.26333333,13.94166667,14.15833333,16.06666667,15.99166667,30.3,29.59166667,30.10833333,31.19166667,41.19166667,8.141666667,41.575,40.84166667,31.1,33.825,33.79166667,36.59166667,39.01666667,40.28333333,38.55140187,41.72277228,41.34166667,41.625,34.86666667
4/6/20 1:50,38.03474951,21.44115833,22.13333333,15.59166667,15,16.98333333,11.27173913,10.05882353,10.71287129,10.66666667,10.44660194,17.71,15.725,15.66666667,15.74166667,16.06862745,31.92592593,,23.03333333,42.12655,33.7,20.50833333,13.28333333,23.9,26.29166667,26.95,22.78333333,13.775,14.25833333,15.925,15.98333333,29.93333333,30.06666667,29.91666667,30.925,40.51666667,8.083333333,41.8,41.4,31.01666667,31.69166667,33.09166667,36.98333333,38.49166667,40.04166667,38.05,42.44897959,41.14166667,41.475,35.675
4/6/20 2:00,30.28074477,22.54149167,21.84166667,14.975,14.76767677,22.80922279,11.36363636,9.3,10.84615385,11,10.37254902,17.2254902,16.73333333,15.79166667,15.375,16.00892857,32.38317757,,24.38333333,42.176225,33.71666667,20.025,13.25,24.625,26.50833333,27.05833333,22.65666667,13.88333333,13.69166667,16.04166667,15.84166667,29.58333333,29.74166667,30.19166667,30.95,41.30833333,8.675,41.575,40.85,31.275,33.125,33.68333333,36,39.34166667,39.45833333,39.58510638,41.97029703,41.25,41.175,35.95
4/6/20 2:10,30.03164506,21.52515833,20.28333333,15.9,15.63366337,16.53333333,12.02912621,10.84848485,10.26530612,10.07291667,10.46601942,16.19607843,16.18333333,16.60833333,15.10833333,15.59047619,32.04854369,,21.46666667,42.14944167,35.31666667,20.15833333,12.9,24,26.21666667,26.86666667,22.97166667,13.75833333,13.99166667,15.70833333,15.925,29.575,30.16666667,30.1,30.69166667,41.11666667,8.633333333,41.025,41.54166667,32.875,32.84166667,33.33333333,36.35833333,40.36666667,38.48333333,38.67326733,40.48958333,45.99805783,41.15833333,36.53333333
4/6/20 2:20,30.60822754,21.083825,22.275,15.375,15.41584158,16.59166667,11.36082474,9.666666667,11.05154639,10.5049505,10.05714286,17.77659574,15.61666667,15.76666667,15.44166667,15.80769231,31.35185185,,29.64653037,42.00402046,33.18333333,20.95,13.1,24.23333333,26.25833333,27.65833333,22.14166667,13.68333333,14.11666667,15.55833333,15.93333333,30.44166667,29.775,29.99166667,31.28333333,41.175,8.508333333,41.65833333,42.25833333,31.09166667,33.58333333,33.05833333,36.5,39.64166667,38.40833333,40.53,40.10309278,41.65833333,41.63333333,35.98333333
4/6/20 2:30,31.05188263,21.60915833,21.55833333,15.85833333,15.57142857,16.44166667,11.91752577,10.60747664,11.6,10.57575758,10.91176471,16.51020408,16.375,15.225,15.28333333,15.42857143,31.92592593,,21.3,42.03775833,33.68333333,20.58333333,12.8,23.75,26.1,27.8,22.51666667,14.00833333,14.23333333,15.91666667,15.54166667,30.55833333,30.35,30.725,30.55833333,40.80833333,8.233333333,41.21666667,41.34166667,32.76666667,34.54166667,32.26666667,34.15833333,39.05833333,39.16666667,39.64285714,40.48,41.40833333,41.15,36.23333333
4/6/20 2:40,30.24394718,22.15115833,20.625,15.24166667,16.18627451,16.03333333,11.66666667,10.42424242,10.28,10.59782609,10.05102041,18,15.70833333,16.06666667,15.36666667,14.95412844,31.98019802,,23.16666667,40.52078333,33.28333333,19.99166667,13.36666667,23.39166667,27.18333333,27.525,22.77333333,13.95,13.8,16.04166667,15.75,30.5,30.25,30.24166667,30.50833333,41.34166667,8.225,41.525,41.16666667,31.03333333,34.94166667,32.31666667,35.00833333,39.05,39.74166667,40.05,39.74747475,43.73333333,41.18333333,36.025
4/6/20 2:50,31.12333898,22.56815833,21.26666667,14.35833333,14.64893617,16.2,11.34693878,9.589473684,10.44554455,11.11764706,10.45360825,16.94059406,16.75833333,14.975,15.99166667,15.87128713,32.4952381,,23.48333333,40.81966667,33.91666667,20.43333333,13.45833333,23.325,26.39166667,26.80833333,22.69666667,13.9,14.05833333,15.73333333,15.71666667,29.83333333,30.29166667,38.22721608,30.575,40.69166667,8.175,41.64166667,41.1,31.3,33.875,32.9,37.23333333,39.56666667,39.86666667,40.43,38.80645161,42.78333333,41.18333333,35.45
4/6/20 3:00,31.00490212,22.29349167,21.24166667,14.925,15.49462366,15.80833333,11.58333333,10.04901961,10.06930693,10.62637363,22.46172339,17.14018692,16.425,15.6,15.63333333,15.42201835,31.625,,23.58333333,41.63060833,32.48333333,20.31666667,12.93333333,23.31666667,26.45833333,27.1,22.455,14.25,13.79166667,16.05833333,15.91666667,29.975,30.19166667,30.31666667,30.55833333,41.35,8.125,41.3,41.30833333,32.06666667,33.90833333,33.3,34.29166667,40.70833333,37.88333333,39.35789474,40.05,40.925,41.875,35.98333333
4/6/20 3:10,31.15459379,22.01049167,21.63333333,15.00833333,15.07368421,16.28333333,11.42,10.86868687,11.42268041,10.3814433,10.67619048,17.70833333,16.05833333,15.66666667,15.825,15.01785714,31.61165049,,22.66666667,42.24696667,32.55,21.175,13.63333333,23.61666667,26.325,26.825,22.37833333,13.61666667,13.8,16.26666667,15.65833333,30.28333333,30.01666667,30.01666667,30.58333333,41.29166667,8.225,41.15833333,41.30833333,31.825,33.18333333,32.325,33.03333333,40.175,37.80833333,39.32989691,38.98958333,41.325,42.625,35.85
4/6/20 3:20,31.1456185,21.535825,21.65,14.90833333,15.23469388,16.44166667,10.80612245,10.70833333,10.53,10.99,10.52525253,17.66666667,15.88333333,15.275,14.73333333,15.35714286,31,,23.73333333,41.99900833,32.51666667,20.41666667,13.04166667,23.79166667,27.20833333,27.54166667,22.41166667,13.75833333,14,16,15.89166667,30.03333333,30.23333333,30.00833333,31.19166667,40.975,8.175,41.54166667,40.81666667,32.10833333,33.03333333,32.89166667,33.61666667,39.11666667,38.95833333,38.96875,39.9,41.71666667,45.11666667,36.31666667
4/6/20 3:30,30.82073602,22.652825,20.84166667,14.5,14.34736842,16.16666667,11.57,10.33673469,9.326315789,10.56122449,10.53125,17.97,15.65,15.5,16.24166667,15.18348624,32.93518519,,32.41337127,42.40774167,34.73333333,20.66666667,13.30833333,26.18333333,26.70833333,27.71666667,22.53166667,13.94166667,14.025,15.825,15.50833333,29.675,30.04166667,30.20833333,30.44166667,41.20833333,8.2,41.5,40.76666667,31.74166667,31.3,32.14166667,35.225,39.08333333,39.61666667,40.12,41.50980392,41.08333333,42.025,35.53333333
4/6/20 3:40,31.76300918,21.68649167,21.50833333,14.98333333,15.21782178,16.04166667,10.83495146,8.942857143,10.10526316,10.63,10.45454545,18.13265306,16.03333333,15.23333333,15.80833333,15.20560748,32.33333333,,23.23333333,43.07995833,34.86666667,19.73333333,13.5,24.24166667,26.55833333,27.3,22.6,13.31666667,14.21666667,15.75,15.84166667,29.49166667,30.05,30.16666667,30.29166667,40.99166667,8.033333333,41.775,41.35,31.875,32.1,32.075,32.78333333,39,45.24974614,39.32352941,42.11702128,41.06666667,40.875,35.05833333
4/6/20 3:50,30.9503709,22.561825,20.925,14.75,14.87878788,16.075,11.34693878,10.45555556,11.06796117,10.21649485,10.24752475,17.17894737,16.05833333,16.08333333,16.15833333,15.41964286,32.96396396,,22.71666667,43.00178333,32.31666667,19.93333333,13.14166667,23.75,26.78333333,26.61666667,22.64666667,13.975,13.9,15.71666667,15.8,30.09166667,29.98333333,29.775,30.48333333,41.8,8.266666667,41.61666667,41.43333333,31.73333333,30.8,32.23333333,34.00833333,39.225,39.39166667,39.875,41.25490196,41.45833333,41.23333333,35.55833333
4/6/20 4:00,32.17052429,22.58715833,21.71666667,14.475,15.17582418,16.19166667,12.14130435,9.914893617,10.59,10.14141414,10.02941176,17.2,15.61666667,15.56666667,15.3,15.09,33.09,,22.4,44.4064,33.55,20.69166667,13.125,23.69166667,26.45833333,27.81666667,22.36666667,13.74166667,13.99166667,15.825,15.93333333,29.66666667,29.83333333,30.19166667,30.50833333,42.16666667,8.183333333,41.38333333,41.63333333,32.20833333,33.20833333,32.56666667,35.14166667,38.61666667,38.54166667,40.85148515,39.09615385,41.40833333,41.00833333,35.36666667
4/6/20 4:10,32.78118729,22.52915833,21.35833333,14.48333333,15.06603774,16.025,11.84536082,10.26,10.51612903,10.72641509,9.81372549,18.28421053,16.55833333,15.76666667,15.19166667,15.42857143,31.9537037,,21.86666667,42.91028333,34.38333333,21.375,13.13333333,23.96666667,26.34166667,27.06666667,22.24,14.125,14.08333333,15.71666667,15.725,29.99166667,30.05,30.56666667,30.5,40.675,8.183333333,40.60833333,40.525,31.95833333,30.61666667,33.38333333,35.11666667,39.03333333,38.16666667,40.77669903,39.0776699,41.23333333,40.65833333,36.41666667
4/6/20 4:20,32.75795664,22.487825,20.64166667,14.425,15.70833333,16.20833333,11.78095238,10.61616162,11.46,11.33333333,10.27722772,17.71276596,15.75833333,15.89166667,15.20833333,15.67924528,33.63366337,,23.16666667,43.17405833,33.31666667,20.475,13.06666667,23.775,26.74166667,26.56666667,21.73166667,13.81666667,14.03333333,15.63333333,16.3,29.94166667,30.03333333,30.31666667,30.60833333,41.375,8.158333333,41.875,41.70833333,32.425,32.90833333,32.08333333,35.78333333,40.51666667,38.63333333,40.65656566,38.31521739,42.40833333,41.05833333,36.09166667
4/6/20 4:30,33.11569025,22.13815833,22.14166667,14.96666667,14.32352941,16.44166667,11.17894737,10.19565217,10.7173913,10.77669903,9.828282828,18.28723404,16.11666667,15.69166667,15.21666667,15.90654206,32.60550459,,21.78333333,44.90410833,32.8,20.30833333,12.59166667,23.625,26.44166667,28.18333333,22.38833333,13.98333333,14.03333333,15.56666667,16.16666667,29.475,29.63333333,30.2,30.775,41.25833333,8.183333333,41.275,41.35833333,31.75,32.7,41.37739529,35.325,39.85,37.55,40.13592233,37.77669903,41.775,41.73333333,34.99166667
4/6/20 4:40,32.79223249,21.55515833,21.60833333,14.61666667,14.80769231,16.56666667,11.55208333,11.00970874,10.82474227,10.69230769,10.75490196,17.38383838,16.04166667,15.60833333,16.1,15.07619048,33.14423077,,21.31666667,43.80028333,33.06666667,20.09166667,12.85,23.76666667,26.29166667,33.18333333,23.55666667,13.45833333,14.06666667,15.75833333,15.8,29.6,30.08333333,30.35,30.63333333,41.43333333,8.25,41.00833333,40.79166667,31.38333333,32.275,33.14166667,37.05833333,40.11666667,37.8,40.16129032,40.89108911,40.68333333,45.30833333,35.80833333
4/6/20 4:50,32.05995,22.28049167,21.6,15.44166667,23.82963032,15.94166667,11.94623656,10.39393939,10.25252525,11.10638298,10.41176471,17.60638298,15.60833333,15.79166667,15.375,15.41176471,32.96363636,,22.55,43.70161667,33.45,20.73333333,12.83333333,24.28333333,26.26666667,32.94166667,23.33166667,13.74166667,13.78333333,15.80833333,15.73333333,29.7,29.98333333,30.65833333,31.04166667,41.15,8.333333333,42.41666667,40.7,32.45833333,32.41666667,33.54166667,36.51666667,38.89166667,38.43333333,40.21428571,38.81308411,41.11666667,41.95833333,35.18333333
4/6/20 5:00,32.59194167,22.49749167,21.675,14.775,14,16.26666667,11.375,10.80208333,10.94285714,11.28301887,9.796116505,16.89361702,15.8,15.34166667,15.01666667,16.68867925,32.25714286,,21.35,44.850275,34.11666667,20.575,12.875,25.38333333,26.05,33.15,23.64666667,13.59166667,14.15833333,15.40833333,15.80833333,29.81666667,29.61666667,30.35833333,31,41.325,8.3,42.79166667,40.85833333,32.16666667,31.39166667,40.04690026,33.375,38.775,40.25,40.29896907,39.57943925,41.41666667,41.01666667,35.4
4/6/20 5:10,32.51679167,22.747825,21.30833333,14.75,15.5483871,15.85833333,11.39423077,11.81818182,10.82828283,10.84848485,10.24444444,17.98979592,15.99166667,15.325,15.6,16.11111111,31.81651376,,21.53333333,44.800125,32.71666667,20.48333333,13.05833333,24.725,26.28333333,32.96666667,23.48,13.46666667,13.875,16.14166667,15.86666667,29.06666667,29.83333333,30.03333333,31.08333333,41.975,8.308333333,41.71666667,40.875,30.24166667,31.25,33.51666667,31.75833333,39.5,40.39166667,40.78494624,38.74285714,41.70833333,41.70833333,35.13333333
4/6/20 5:20,32.20921667,22.539825,21.525,14.88333333,14.68316832,16.275,11.78431373,9.745283019,10.46391753,10.78217822,10.3,17.30188679,16.8,15.55833333,15.275,15.96190476,31.28,,23.48333333,44.95921667,34.06666667,19.41666667,12.75,25.5,26.06666667,33.00833333,22.745,13.625,14.175,15.93333333,15.75,29.53333333,29.875,29.99166667,30.86666667,41.23333333,8.591666667,41.03333333,40.99166667,30.69166667,31.9,33.66666667,34.20833333,38.56666667,39.28333333,39.55208333,39.4950495,41.45833333,41.375,36.11666667
4/6/20 5:30,32.48154167,22.86515833,21.075,14.94166667,15.52631579,16.2,11.67307692,11.13861386,10.44,10.41176471,10.46875,17.8,16.00833333,15.06666667,14.91666667,16.0754717,31.94392523,,24.13333333,44.92320833,32.15,20.20833333,21.25500204,23.93333333,26.43333333,33.08333333,22.54333333,13.65,13.96666667,15.85,15.675,29.69166667,30.80833333,30.16666667,30.56666667,41.79166667,8.208333333,41.2,41.26666667,31.08333333,32.39166667,32.89166667,33.625,39.88333333,39.79166667,40.06315789,41.00934579,41.23333333,41.46666667,38.25967335
4/6/20 5:40,32.96748333,22.30715833,20.975,15.35,14.53608247,16.45,11.24509804,9.705263158,10.79047619,15.9513208,10.76470588,16.88349515,16.38333333,15.81666667,15.46666667,16.25688073,32.0952381,,23.7,44.43415,32.43333333,20.44166667,12.80833333,24.15833333,26.40833333,32.475,22.19333333,13.73333333,13.98333333,15.575,15.8,29.51666667,29.625,29.80833333,30.74166667,41.01666667,8.2,40.875,41.60833333,31.55,32.84166667,33.59166667,34.075,46.681197,39.65833333,39.38202247,41.37254902,41.03333333,41.51666667,35.50833333
4/6/20 5:50,33.341075,22.890825,21.98333333,15.025,14.97,16.3,11.75,10.03,10.36170213,10.61702128,10.84444444,17.27722772,15.85833333,15.34166667,15.725,15.34579439,31.81730769,,23.43333333,45.08274167,32.31666667,20.025,12.66666667,24.375,26.26666667,32.36666667,22.71833333,13.71666667,14.55,15.58333333,15.475,29.71666667,30.03333333,30.275,30.90833333,41.64166667,8.141666667,41.8,41.04166667,30.84166667,32.8,32.58333333,33.76666667,40.06666667,38.70833333,39.42718447,40.73737374,41.3,41.15,35.825
4/6/20 6:00,32.77469167,23.11615833,21.85,14.73333333,15.42201835,16.21666667,12.03773585,9.903846154,10.3,10.73737374,10.47,16.86021505,15.66666667,16.375,15.6,16.04464286,32.69158879,,22.83333333,44.69969167,33,20.56666667,12.625,24.10833333,26.64166667,32.675,22.41833333,13.675,14,15.8,15.90833333,29.80833333,29.925,30.30833333,30.875,41.025,8.158333333,41.075,40.90833333,30.85,32.95833333,32.95833333,33.11666667,39.35833333,39.04166667,39.03883495,39.57142857,41.48333333,41.38333333,35.18333333
4/6/20 6:10,33.38875,24.08315833,21.6,14.675,15.23404255,15.975,11.09615385,10.09574468,10.88,10.21698113,10.73033708,17.11764706,16.23333333,16.11666667,15.59166667,15.93,32.24770642,,23.21666667,43.51375,33.08333333,19.675,12.86666667,24.36666667,26.51666667,33.05833333,22.80666667,13.6,13.94166667,15.55833333,15.74166667,29.70833333,29.89166667,29.96666667,30.40833333,41.5,8.158333333,41.425,41.45,30.89166667,34.83333333,32.85833333,34.9,38.225,38.70833333,38.86,41.75531915,41.21666667,41.64166667,35.66666667
4/6/20 6:20,32.52780833,22.716825,21.10833333,15.28333333,14.46956522,16.51666667,11.20792079,9.553191489,10.3220339,10.26470588,10.66336634,17.70833333,16.05,16.15833333,15.88333333,16.00900901,32.56666667,,24.2,44.069475,32.8,20.275,12.61666667,23.83333333,26.68333333,33.03333333,22.18666667,13.70833333,13.93333333,16.10833333,15.825,29.60833333,30.05833333,30.01666667,30.83333333,41.60833333,8.325,41.49166667,43.26666667,30.65,35.00833333,32.10833333,34.65833333,39.31666667,38.63333333,39.23958333,40.84158416,41.61666667,42.10833333,36.21666667
4/6/20 6:30,31.67495833,22.483825,21.475,14.73333333,10.76,17.48333333,11.88297872,10.54545455,10.225,10.57281553,10.15533981,17.74747475,16.05833333,15.75,16.26666667,15.55660377,32.58333333,,23.01666667,41.866625,34.01666667,20.25833333,12.95833333,24.34166667,26.55,33.05,22.02166667,13.71666667,13.85833333,16.10833333,15.59166667,29.65833333,30.28333333,30.33333333,30.70833333,40.51666667,8.308333333,41.18333333,43.16666667,30.55,32.81666667,32.69166667,37.225,38.86666667,38.85833333,40.16981132,41.48148148,41.05833333,44.14166667,36.18333333
4/6/20 6:40,32.81593333,24.275825,21.65833333,14.925,2.928333333,16.33333333,11.63461538,10.37634409,10.775,10.62376238,10.45360825,16.74757282,15.30833333,14.925,15.1,15.83653846,31.60833333,8.778176311,22.76666667,43.49926667,32.58333333,31.84815043,13.325,23.71666667,30.17198462,32.73333333,22.81,21.53333333,13.79166667,15.575,15.94166667,29.90833333,30.08333333,30.30833333,31.05833333,41.45,8.15,41.15833333,41.25,30.475,31.95833333,31.69166667,37.91666667,38.59166667,40.49166667,40.85833333,40.48333333,41.15,40.86666667,36.83333333
4/6/20 6:50,32.10659167,23.77615833,20.79166667,15.01666667,3.05,15.90833333,10.94680851,10.94949495,10.13333333,10.41176471,10.3960396,16.97826087,15.85833333,16.2,15.18333333,15.28865979,32.33333333,27.08638135,22.31666667,43.70659167,31.86666667,19.6,13.125,23.76666667,26.35833333,32.86666667,22.45833333,24.09166667,13.89166667,15.95833333,15.99166667,29.95,30.34166667,30.30833333,30.73333333,41.30833333,8.108333333,43.3,45.75,30.64166667,32.66666667,33.325,36.325,44.67540376,39.675,40.38333333,39.09166667,41.01666667,41.58333333,35.65833333
4/6/20 7:00,32.5235,22.20149167,20.66666667,14.40833333,2.976666667,15.74509804,10.73333333,9.765306122,10.74166667,17.91013125,10.24271845,18,15.775,15.80833333,15.24576271,16.48514851,31.40833333,41.53188755,21.65,43.94016667,33.58333333,27.38884811,13.24166667,23.64166667,26.68333333,32.9,22.41833333,23.975,13.71666667,15.975,15.90833333,30.01666667,29.98333333,34.32479456,30.65,40.64347826,8.175,42.03333333,41.45833333,30.88333333,31.24166667,35.70833333,35.225,38.64166667,39.29166667,40.41666667,40.54166667,41.60833333,41.25833333,36.20833333
4/6/20 7:10,31.75895,23.03515833,22.5,14.98333333,2.928333333,,11.86868687,10.75,11.28333333,10.31182796,10.53465347,16.6039604,16.075,15.39166667,16.17592593,16.4,31.675,43.616425,21.65,43.41728333,33.81666667,20.10833333,13.025,24.35833333,26.775,33.15833333,22.14166667,23.94166667,13.61666667,15.81666667,15.96666667,30,29.79166667,30.39166667,31.08333333,42.06481481,8.183333333,43.225,41.19166667,31.06666667,31.64166667,33.86666667,35.49166667,38.375,39.1,43.25833333,38.675,41.08333333,41.61666667,35.63333333
4/6/20 7:20,31.95056667,23.43549167,21.675,14.03333333,3.046666667,,11.71428571,10.53608247,10.35,10.16666667,10.63366337,17.83168317,16.5,15.56666667,15.44954128,23.59240337,31.99166667,44.67311158,23.03333333,43.64223333,32.11666667,19.94166667,13.225,23.975,26.45,35.54166667,22.17166667,24.09166667,13.66666667,15.83333333,19.41023898,29.91666667,29.80833333,30.25833333,31.125,41.16037736,23.25833333,41.54166667,41.34166667,30.48333333,30.425,32.8,33.83333333,38.35833333,39.48333333,39.26666667,40.525,41.85,40.95833333,35.975
4/6/20 7:30,32.54413333,23.41915833,21.325,15.18333333,2.991666667,,11.65048544,9.689320388,9.466666667,10.65591398,10.34693878,17.92708333,15.58333333,15.46666667,15.4953271,9.401387013,32.35833333,41.84029223,22.4,42.89413333,33.31666667,20.90833333,13.59166667,23.94166667,26.775,32.81666667,22.06333333,23.95833333,13.64166667,15.625,15.39166667,29.975,29.925,29.91666667,30.60833333,40.88888889,41.525,41.34166667,41.64166667,30.03333333,32.11666667,32.29166667,33.075,38.64166667,40.625,40.08333333,40.475,41.78333333,41.95,35.92307692
4/6/20 7:40,31.68744167,23.39449167,21.275,15.15833333,3,,11.40776699,9.650485437,10.575,9.989473684,10.43564356,22.85203075,16.275,15.79166667,15.96190476,3.041666667,31.68333333,45.39255777,21.16666667,43.195775,32.53333333,19.675,13.56666667,24.35833333,26.99166667,32.94166667,24.28333333,24.04166667,13.43333333,15.59166667,15.86666667,29.91666667,32.28333333,30.36666667,30.66666667,40.94642857,43.05,40.95833333,41.25,30.225,31.625,33.03333333,31.775,38.80833333,42.36666667,39.325,39.71666667,41.04166667,41.625,
4/6/20 7:50,31.57249167,23.48649167,21.06666667,15.825,3.125,,11.55445545,11.11340206,10.18333333,10.33333333,10.15841584,18.25423729,15.575,15.875,15.64545455,3.276666667,31.28333333,42.80704804,21.25,44.105825,33.65,19.68333333,13.01666667,24.08333333,27.08333333,32.66666667,25.41,23.95,13.60833333,15.39166667,15.80833333,29.83333333,29.69166667,30.30833333,31.125,42.58181818,41.56666667,41.16666667,41.90833333,30.19166667,31.625,33.65,34.5,38.79166667,41.075,39.48333333,40.275,41.425,41.03333333,
